satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,promotion_last_5years,salary_high,salary_low,salary_medium,salary_nme,department_IT,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sale,department_sales,department_support,department_technical
-0.9365454437927179,-1.0870648323014314,-1.4627098172402186,-0.8819899638857854,-0.34116615388396665,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7528129681291293,0.8407624970260232,0.9711735497103006,1.2204906829317563,1.7135015287684014,-0.41114927001663476,-0.1474068013033974,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-2.0225615657424765,0.9576005169852629,2.5937624610106464,1.4207269350096174,0.3437230736668227,-0.41114927001663476,-0.1474068013033974,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.43103041347734866,0.8991815070056431,0.9711735497103006,0.43956929982809795,1.028612301217612,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.9767682631241904,-1.1454838422810512,-1.4627098172402186,-0.8419427134702132,-0.34116615388396665,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.8158769857983003,-1.262321862240291,-1.4627098172402186,-0.9620844647169299,-0.34116615388396665,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.0627843850739493,0.3149914072094448,1.7824680053604736,0.9201363048149647,0.3437230736668227,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.2354868001067998,0.7823434870464033,0.9711735497103006,1.160419807308398,1.028612301217612,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.114818342112382,1.658628636740701,0.9711735497103006,0.45959292503588406,1.028612301217612,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.7756541664668277,-1.0870648323014314,-1.4627098172402186,-1.182344342002577,-0.34116615388396665,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.65498570847241,-1.0286458223218116,-1.4627098172402186,-1.3225097184570798,-0.34116615388396665,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.0225615657424765,0.5486674471279244,1.7824680053604736,2.081506566866559,0.3437230736668227,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9137042454550192,1.1912765569037425,0.15987909406012749,0.6598291771137452,1.028612301217612,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.8158769857983003,-0.9702268123421915,-1.4627098172402186,-1.0622025907558603,-0.34116615388396665,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.016991082455663,-0.9118078023625716,-1.4627098172402186,-1.2824624680415075,-0.34116615388396665,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.9365454437927179,-1.0286458223218116,-1.4627098172402186,-1.1623207167947909,-0.34116615388396665,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.65498570847241,-1.4375788921791508,-1.4627098172402186,-0.8219190882624271,-0.34116615388396665,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6723673294661842,1.6002096267610812,0.15987909406012749,1.0803253064772536,1.7135015287684014,-0.41114927001663476,-0.1474068013033974,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.65498570847241,-1.2039028522606712,-1.4627098172402186,-0.8219190882624271,-0.34116615388396665,2.432206677539622,6.783947491959804,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
